LAB_LOINC,RAW_LAB_NAME,n
5769-5,URINALYSIS WITH CULTURE IF INDICATED,311
,"IGP, RFX APTIMA HPV ASCU",86
47527-7,"IGP, RFX APTIMA HPV ASCU",68
47528-5,"IGP, RFX APTIMA HPV ASCU",67
19764-0,"IGP, RFX APTIMA HPV ASCU",40
19767-3,"IGP, RFX APTIMA HPV ASCU",40
,LIGHT GREEN TOP,12533
,LIGHT BLUE TOP,17550
69565-0,NUSWAB VAGINITIS PLUS (VG+),297
69566-8,NUSWAB VAGINITIS PLUS (VG+),297
69567-6,NUSWAB VAGINITIS PLUS (VG+),297
58408-6,MANUAL DIFFERENTIAL,1156
626-2,THROAT CULTURE,463
19764-0,"THINPREP TIS PAP REFLEX HPV MRNA E6/E7, CHLAMYDIA/N.GONORRHOEAE",214
10524-7,"THINPREP TIS PAP REFLEX HPV MRNA E6/E7, CHLAMYDIA/N.GONORRHOEAE",214
19767-3,"THINPREP TIS PAP REFLEX HPV MRNA E6/E7, CHLAMYDIA/N.GONORRHOEAE",251
19763-2,"THINPREP TIS PAP REFLEX HPV MRNA E6/E7, CHLAMYDIA/N.GONORRHOEAE",214
49034-2,"THINPREP TIS PAP REFLEX HPV MRNA E6/E7, CHLAMYDIA/N.GONORRHOEAE",41
19774-9,"THINPREP TIS PAP REFLEX HPV MRNA E6/E7, CHLAMYDIA/N.GONORRHOEAE",215
,SST GOLD TOP,16712
,PURPLE TOP,14000
55305-7,KOH PREP,247
,HOUSE ACCOUNT TRACKING LEGACY,327
,SPECIMEN STATUS REPORT,1479
6463-4,AEROBIC CULT 997874,16
41852-5,AEROBIC CULTURE,19
19764-0,PAP SMEAR,384
50553-7,URINALYSIS WITH REFLEX MICROSCOPIC,7043
5767-9,URINALYSIS WITH REFLEX MICROSCOPIC,9737
664-3,BLOOD CULTURE,4595
883-9,ABORH,702
,"C TRACHOMATIS/N GONORRHOEAE RNA, TMA, UROGENITAL",84
,CLIENT EDUCATION TRACKING LEGACY,515
19763-2,"IMAGE-GUIDED PAP W/AGE BASED SCR,W/CT/NG",274
19764-0,"IMAGE-GUIDED PAP W/AGE BASED SCR,W/CT/NG",274
8251-1,"IMAGE-GUIDED PAP W/AGE BASED SCR,W/CT/NG",281
,"IMAGE-GUIDED PAP W/AGE BASED SCR,W/CT/NG",550
19767-3,"IMAGE-GUIDED PAP W/AGE BASED SCR,W/CT/NG",324
10524-7,"IMAGE-GUIDED PAP W/AGE BASED SCR,W/CT/NG",274
19774-9,"IMAGE-GUIDED PAP W/AGE BASED SCR,W/CT/NG",275
18282-4,"DRUG PANEL, URINE",7648
19261-7,"DRUG PANEL, URINE",7648
19270-8,"DRUG PANEL, URINE",7648
19359-9,"DRUG PANEL, URINE",7648
19295-5,"DRUG PANEL, URINE",7648
59673-4,"DRUG PANEL, URINE",3278
19642-8,"DRUG PANEL, URINE",3676
19550-3,"DRUG PANEL, URINE",3747
10331-7,Q PLATELET ESTIMATION,7
883-9,Q PLATELET ESTIMATION,7
56888-1,Q PLATELET ESTIMATION,7
5196-1,Q PLATELET ESTIMATION,7
20507-0,Q PLATELET ESTIMATION,7
5778-6,URINALYSIS WITH REFLEX MICROSCOPIC,2722
,NON-GYNECOLOGIC CYTOLOGY,3079
24124-0,UR MICROSCOPIC 333328,389
5769-5,UR MICROSCOPIC 333328,434
12235-8,URINALYSIS WITH REFLEX MICROSCOPIC,487
,PATHOLOGY REQUEST,1369
12710-0,HEMOGLOBIN ELECTROPHORESIS,121
630-4,"Q CULTURE, URINE, ROUTINE",893
630-4,Q REFLEXIVE URINE CULTURE,896
5778-6,"UA/M W/RFLX CULTURE, COMP",731
5769-5,"UA/M W/RFLX CULTURE, COMP",633
5767-9,"UA/M W/RFLX CULTURE, COMP",710
,RED TOP,3551
45335-7,STAPH AUREUS SCREEN,434
19764-0,THINPREP PAP AND HPV DNA,15
19762-4,THINPREP PAP AND HPV DNA,3
,THINPREP PAP AND HPV DNA,15
19767-3,THINPREP PAP AND HPV DNA,16
19769-9,THINPREP PAP AND HPV DNA,4
19763-2,THINPREP PAP AND HPV DNA,15
10524-7,THINPREP PAP AND HPV DNA,15
19774-9,THINPREP PAP AND HPV DNA,3
31208-2,PATHOLOGY TISSUE REQUEST,495
,MAYO MISCELLANEOUS AMBIENT TEST,381
,STAPH AUREUS SCREEN,82
,MRSA CULTURE,222
45335-7,MRSA CULTURE,2042
49034-2,"IMAGE-GUIDED PAP W/AGE BASED SCR,W/CT/NG",43
,POCT CREATININE & LACTIC ACID VENOUS UNSOLICITED RESULTS,32
8251-1,CBC WITH DIFFERENTIAL,469
16369-1,"COMPLIANCE DRUG ANALYSIS, UR",24
17376-5,"COMPLIANCE DRUG ANALYSIS, UR",24
19378-9,"COMPLIANCE DRUG ANALYSIS, UR",24
18334-3,"COMPLIANCE DRUG ANALYSIS, UR",24
16218-0,"COMPLIANCE DRUG ANALYSIS, UR",24
18390-5,"COMPLIANCE DRUG ANALYSIS, UR",48
16200-8,"COMPLIANCE DRUG ANALYSIS, UR",24
58388-0,"COMPLIANCE DRUG ANALYSIS, UR",24
16219-8,"COMPLIANCE DRUG ANALYSIS, UR",24
16207-3,"COMPLIANCE DRUG ANALYSIS, UR",24
58358-3,"COMPLIANCE DRUG ANALYSIS, UR",24
16190-1,"COMPLIANCE DRUG ANALYSIS, UR",24
16429-3,"COMPLIANCE DRUG ANALYSIS, UR",24
19289-8,"COMPLIANCE DRUG ANALYSIS, UR",24
18392-1,"COMPLIANCE DRUG ANALYSIS, UR",24
17033-2,"COMPLIANCE DRUG ANALYSIS, UR",24
72799-0,"COMPLIANCE DRUG ANALYSIS, UR",24
,"COMPLIANCE DRUG ANALYSIS, UR",504
78884-4,"COMPLIANCE DRUG ANALYSIS, UR",24
4025-3,"COMPLIANCE DRUG ANALYSIS, UR",24
3299-5,"COMPLIANCE DRUG ANALYSIS, UR",24
44036-2,"COMPLIANCE DRUG ANALYSIS, UR",24
14071-5,"COMPLIANCE DRUG ANALYSIS, UR",24
3408-2,"COMPLIANCE DRUG ANALYSIS, UR",24
11000-7,"COMPLIANCE DRUG ANALYSIS, UR",24
18335-0,"COMPLIANCE DRUG ANALYSIS, UR",24
3571-7,"COMPLIANCE DRUG ANALYSIS, UR",24
16209-9,"COMPLIANCE DRUG ANALYSIS, UR",24
12324-0,"COMPLIANCE DRUG ANALYSIS, UR",24
3586-5,"COMPLIANCE DRUG ANALYSIS, UR",24
4009-7,"COMPLIANCE DRUG ANALYSIS, UR",24
64129-0,"COMPLIANCE DRUG ANALYSIS, UR",24
52959-4,"COMPLIANCE DRUG ANALYSIS, UR",24
87766-2,"COMPLIANCE DRUG ANALYSIS, UR",24
12363-8,"COMPLIANCE DRUG ANALYSIS, UR",24
87768-8,"COMPLIANCE DRUG ANALYSIS, UR",24
68439-9,"COMPLIANCE DRUG ANALYSIS, UR",24
87767-0,"COMPLIANCE DRUG ANALYSIS, UR",24
87765-4,"COMPLIANCE DRUG ANALYSIS, UR",24
87764-7,"COMPLIANCE DRUG ANALYSIS, UR",24
12310-9,"COMPLIANCE DRUG ANALYSIS, UR",24
58367-4,"COMPLIANCE DRUG ANALYSIS, UR",24
53787-8,"COMPLIANCE DRUG ANALYSIS, UR",48
87774-6,"COMPLIANCE DRUG ANALYSIS, UR",24
32136-4,"COMPLIANCE DRUG ANALYSIS, UR",24
29288-8,"COMPLIANCE DRUG ANALYSIS, UR",24
3791-1,"COMPLIANCE DRUG ANALYSIS, UR",24
33041-5,"COMPLIANCE DRUG ANALYSIS, UR",24
59176-8,"COMPLIANCE DRUG ANALYSIS, UR",24
16195-0,"COMPLIANCE DRUG ANALYSIS, UR",24
3342-3,"COMPLIANCE DRUG ANALYSIS, UR",24
75232-9,"COMPLIANCE DRUG ANALYSIS, UR",24
16225-5,"COMPLIANCE DRUG ANALYSIS, UR",24
61415-6,"COMPLIANCE DRUG ANALYSIS, UR",24
59169-3,"COMPLIANCE DRUG ANALYSIS, UR",24
61412-3,"COMPLIANCE DRUG ANALYSIS, UR",24
75226-1,"COMPLIANCE DRUG ANALYSIS, UR",24
59170-1,"COMPLIANCE DRUG ANALYSIS, UR",24
60086-6,"COMPLIANCE DRUG ANALYSIS, UR",24
45144-3,"COMPLIANCE DRUG ANALYSIS, UR",24
64130-8,"COMPLIANCE DRUG ANALYSIS, UR",24
87770-4,"COMPLIANCE DRUG ANALYSIS, UR",24
58426-8,"COMPLIANCE DRUG ANALYSIS, UR",24
87769-6,"COMPLIANCE DRUG ANALYSIS, UR",24
61410-7,"COMPLIANCE DRUG ANALYSIS, UR",24
87772-0,"COMPLIANCE DRUG ANALYSIS, UR",24
61409-9,"COMPLIANCE DRUG ANALYSIS, UR",24
87771-2,"COMPLIANCE DRUG ANALYSIS, UR",24
87773-8,"COMPLIANCE DRUG ANALYSIS, UR",24
58373-2,"COMPLIANCE DRUG ANALYSIS, UR",24
64138-1,"COMPLIANCE DRUG ANALYSIS, UR",24
78823-2,"COMPLIANCE DRUG ANALYSIS, UR",24
78859-6,"COMPLIANCE DRUG ANALYSIS, UR",24
58014-2,"COMPLIANCE DRUG ANALYSIS, UR",24
4001-4,"COMPLIANCE DRUG ANALYSIS, UR",24
19629-5,"COMPLIANCE DRUG ANALYSIS, UR",24
27109-8,"COMPLIANCE DRUG ANALYSIS, UR",24
19471-2,"COMPLIANCE DRUG ANALYSIS, UR",24
61418-0,"COMPLIANCE DRUG ANALYSIS, UR",24
32074-7,"COMPLIANCE DRUG ANALYSIS, UR",24
61427-1,"COMPLIANCE DRUG ANALYSIS, UR",24
19396-1,"COMPLIANCE DRUG ANALYSIS, UR",24
19547-9,"COMPLIANCE DRUG ANALYSIS, UR",24
32129-9,"COMPLIANCE DRUG ANALYSIS, UR",24
59171-9,"COMPLIANCE DRUG ANALYSIS, UR",24
59174-3,"COMPLIANCE DRUG ANALYSIS, UR",24
32065-5,"COMPLIANCE DRUG ANALYSIS, UR",24
3729-1,"COMPLIANCE DRUG ANALYSIS, UR",24
40390-7,"COMPLIANCE DRUG ANALYSIS, UR",24
58369-0,"COMPLIANCE DRUG ANALYSIS, UR",24
19479-5,"COMPLIANCE DRUG ANALYSIS, UR",24
3510-5,"COMPLIANCE DRUG ANALYSIS, UR",24
14070-7,"COMPLIANCE DRUG ANALYSIS, UR",24
32105-9,"COMPLIANCE DRUG ANALYSIS, UR",24
19707-9,"COMPLIANCE DRUG ANALYSIS, UR",24
12320-8,"COMPLIANCE DRUG ANALYSIS, UR",24
12321-6,"COMPLIANCE DRUG ANALYSIS, UR",24
75233-7,"COMPLIANCE DRUG ANALYSIS, UR",24
4084-0,"COMPLIANCE DRUG ANALYSIS, UR",24
32112-5,"COMPLIANCE DRUG ANALYSIS, UR",24
75235-2,"COMPLIANCE DRUG ANALYSIS, UR",24
75231-1,"COMPLIANCE DRUG ANALYSIS, UR",24
75234-5,"COMPLIANCE DRUG ANALYSIS, UR",24
3737-4,"COMPLIANCE DRUG ANALYSIS, UR",24
75230-3,"COMPLIANCE DRUG ANALYSIS, UR",24
4065-9,"COMPLIANCE DRUG ANALYSIS, UR",24
32120-8,"COMPLIANCE DRUG ANALYSIS, UR",24
41270-0,"COMPLIANCE DRUG ANALYSIS, UR",26
13479-1,"COMPLIANCE DRUG ANALYSIS, UR",24
86607-9,"COMPLIANCE DRUG ANALYSIS, UR",24
3716-8,"COMPLIANCE DRUG ANALYSIS, UR",24
3423-1,"COMPLIANCE DRUG ANALYSIS, UR",24
27076-9,"COMPLIANCE DRUG ANALYSIS, UR",24
12301-8,"COMPLIANCE DRUG ANALYSIS, UR",24
3539-4,"COMPLIANCE DRUG ANALYSIS, UR",24
32090-3,"COMPLIANCE DRUG ANALYSIS, UR",24
43265-8,"COMPLIANCE DRUG ANALYSIS, UR",24
40464-0,"COMPLIANCE DRUG ANALYSIS, UR",24
52960-2,"COMPLIANCE DRUG ANALYSIS, UR",24
86231-8,"COMPLIANCE DRUG ANALYSIS, UR",24
86225-0,"COMPLIANCE DRUG ANALYSIS, UR",24
3816-6,"COMPLIANCE DRUG ANALYSIS, UR",24
87789-4,"COMPLIANCE DRUG ANALYSIS, UR",24
58417-7,"COMPLIANCE DRUG ANALYSIS, UR",24
3360-5,"COMPLIANCE DRUG ANALYSIS, UR",24
3993-3,"COMPLIANCE DRUG ANALYSIS, UR",24
4095-6,"COMPLIANCE DRUG ANALYSIS, UR",24
86605-3,"COMPLIANCE DRUG ANALYSIS, UR",24
19360-7,"COMPLIANCE DRUG ANALYSIS, UR",24
20528-6,"COMPLIANCE DRUG ANALYSIS, UR",24
27083-5,"COMPLIANCE DRUG ANALYSIS, UR",24
59590-0,"COMPLIANCE DRUG ANALYSIS, UR",24
10976-9,"COMPLIANCE DRUG ANALYSIS, UR",24
58384-9,"COMPLIANCE DRUG ANALYSIS, UR",24
86606-1,"COMPLIANCE DRUG ANALYSIS, UR",24
86608-7,"COMPLIANCE DRUG ANALYSIS, UR",24
58391-4,"COMPLIANCE DRUG ANALYSIS, UR",24
34180-0,"COMPLIANCE DRUG ANALYSIS, UR",24
19643-6,"COMPLIANCE DRUG ANALYSIS, UR",24
40839-3,"COMPLIANCE DRUG ANALYSIS, UR",24
61429-7,"COMPLIANCE DRUG ANALYSIS, UR",24
58401-1,"COMPLIANCE DRUG ANALYSIS, UR",24
86604-6,"COMPLIANCE DRUG ANALYSIS, UR",24
16208-1,"COMPLIANCE DRUG ANALYSIS, UR",24
86610-3,"COMPLIANCE DRUG ANALYSIS, UR",24
58390-6,"COMPLIANCE DRUG ANALYSIS, UR",24
16199-2,"COMPLIANCE DRUG ANALYSIS, UR",24
41466-4,"COMPLIANCE DRUG ANALYSIS, UR",24
61048-5,"COMPLIANCE DRUG ANALYSIS, UR",24
45272-2,"COMPLIANCE DRUG ANALYSIS, UR",24
19537-0,"COMPLIANCE DRUG ANALYSIS, UR",24
16191-9,"COMPLIANCE DRUG ANALYSIS, UR",24
59384-8,"COMPLIANCE DRUG ANALYSIS, UR",24
19354-0,"COMPLIANCE DRUG ANALYSIS, UR",24
16223-0,"COMPLIANCE DRUG ANALYSIS, UR",24
16192-7,"COMPLIANCE DRUG ANALYSIS, UR",24
16194-3,"COMPLIANCE DRUG ANALYSIS, UR",24
16193-5,"COMPLIANCE DRUG ANALYSIS, UR",24
44424-0,"COMPLIANCE DRUG ANALYSIS, UR",24
87762-1,"COMPLIANCE DRUG ANALYSIS, UR",24
19578-4,"COMPLIANCE DRUG ANALYSIS, UR",24
87761-3,"COMPLIANCE DRUG ANALYSIS, UR",24
16210-7,"COMPLIANCE DRUG ANALYSIS, UR",24
3596-4,"COMPLIANCE DRUG ANALYSIS, UR",24
3965-1,"COMPLIANCE DRUG ANALYSIS, UR",24
16220-6,"COMPLIANCE DRUG ANALYSIS, UR",24
16222-2,"COMPLIANCE DRUG ANALYSIS, UR",24
61058-4,"COMPLIANCE DRUG ANALYSIS, UR",24
,Q REFLEXIVE URINE CULTURE,25
,IMMUNOFIXATION ELECTROPHORESIS,167
,MAYO MISCELLANEOUS FROZEN TESTS,262
,PATHOLOGY SMEAR REPORT LEGACY,150
,DUPLICATE REPORT REQUEST LEGACY,32
19764-0,"THINPREP PAP AND HPV MRNA E6/E7, CHLAMYDIA/N.GONORRHOEAE",137
19762-4,"THINPREP PAP AND HPV MRNA E6/E7, CHLAMYDIA/N.GONORRHOEAE",24
,"THINPREP PAP AND HPV MRNA E6/E7, CHLAMYDIA/N.GONORRHOEAE",274
19767-3,"THINPREP PAP AND HPV MRNA E6/E7, CHLAMYDIA/N.GONORRHOEAE",159
19769-9,"THINPREP PAP AND HPV MRNA E6/E7, CHLAMYDIA/N.GONORRHOEAE",25
19774-9,"THINPREP PAP AND HPV MRNA E6/E7, CHLAMYDIA/N.GONORRHOEAE",24
19763-2,"THINPREP PAP AND HPV MRNA E6/E7, CHLAMYDIA/N.GONORRHOEAE",137
10524-7,"THINPREP PAP AND HPV MRNA E6/E7, CHLAMYDIA/N.GONORRHOEAE",137
49034-2,"THINPREP PAP AND HPV MRNA E6/E7, CHLAMYDIA/N.GONORRHOEAE",30
5769-5,URINALYSIS WITH REFLEX MICROSCOPIC,1027
,"CULTURE, GROUP B STREP",108
19764-0,"THINPREP TIS PAP AND HPV MRNA E6/E7 REFLEX HPV 16,18/45",588
10524-7,"THINPREP TIS PAP AND HPV MRNA E6/E7 REFLEX HPV 16,18/45",588
19763-2,"THINPREP TIS PAP AND HPV MRNA E6/E7 REFLEX HPV 16,18/45",588
19774-9,"THINPREP TIS PAP AND HPV MRNA E6/E7 REFLEX HPV 16,18/45",588
19767-3,"THINPREP TIS PAP AND HPV MRNA E6/E7 REFLEX HPV 16,18/45",683
56888-1,"HIV 1/2 ANTIGEN/ANTIBODY, FOURTH GENERATION W/RFL",151
19151-0,"GLUCOSE TOLERANCE, 3 HOURS",464
8251-1,"GLUCOSE TOLERANCE, 3 HOURS",116
630-4,URINE CULT RT 997870,1250
8251-1,"AFP, MAT SERUM, OPEN SPINA BIFIDA",1053
49246-2,"AFP, MAT SERUM, OPEN SPINA BIFIDA",638
44877-9,"AFP, MAT SERUM, OPEN SPINA BIFIDA",667
53948-6,"AFP, MAT SERUM, OPEN SPINA BIFIDA",528
,HISTORICAL ABORH LAB ONLY,3754
19764-0,THINPREP TIS PAP REFLEX HPV MRNA E6/E7,272
10524-7,THINPREP TIS PAP REFLEX HPV MRNA E6/E7,272
19763-2,THINPREP TIS PAP REFLEX HPV MRNA E6/E7,272
19774-9,THINPREP TIS PAP REFLEX HPV MRNA E6/E7,272
19767-3,THINPREP TIS PAP REFLEX HPV MRNA E6/E7,309
,MAYO MISCELLANEOUS REFRIGERATED TESTS,826
,POCT SARS COV 2,528
7793-3,MANUAL DIFFERENTIAL,43
801-1,MANUAL DIFFERENTIAL,223
,FACTOR II (PT G20210A) MUTATION,142
21669-7,FACTOR 5 LEIDEN,182
19764-0,"THINPREP PAP REFLEX HPV MRNA E6/E7, CHLAMYDIA/N.GONORRHOEAE",131
19762-4,"THINPREP PAP REFLEX HPV MRNA E6/E7, CHLAMYDIA/N.GONORRHOEAE",23
19769-9,"THINPREP PAP REFLEX HPV MRNA E6/E7, CHLAMYDIA/N.GONORRHOEAE",25
19767-3,"THINPREP PAP REFLEX HPV MRNA E6/E7, CHLAMYDIA/N.GONORRHOEAE",153
19763-2,"THINPREP PAP REFLEX HPV MRNA E6/E7, CHLAMYDIA/N.GONORRHOEAE",131
10524-7,"THINPREP PAP REFLEX HPV MRNA E6/E7, CHLAMYDIA/N.GONORRHOEAE",131
19774-9,"THINPREP PAP REFLEX HPV MRNA E6/E7, CHLAMYDIA/N.GONORRHOEAE",23
25148-8,URINALYSIS WITH REFLEX MICROSCOPIC,50
25148-8,URINALYSIS WITH CULTURE IF INDICATED,12
741-9,MANUAL DIFFERENTIAL,1151
728-6,MANUAL DIFFERENTIAL,1014
,"IGP, CTNG, RFX APTIMA HPV ASCU",204
47527-7,"IGP, CTNG, RFX APTIMA HPV ASCU",100
47528-5,"IGP, CTNG, RFX APTIMA HPV ASCU",100
19764-0,"IGP, CTNG, RFX APTIMA HPV ASCU",99
19767-3,"IGP, CTNG, RFX APTIMA HPV ASCU",99
85380-4,HIV RNA QL  083950,163
12235-8,"UA/M W/RFLX CULTURE, ROUTINE",209
,"UA/M W/RFLX CULTURE, ROUTINE",103
5778-6,"UA/M W/RFLX CULTURE, ROUTINE",137
5767-9,"UA/M W/RFLX CULTURE, ROUTINE",137
8247-9,UR MICROSCOPIC 333328,43
19764-0,THINPREP TIS PAP,204
10524-7,THINPREP TIS PAP,204
,THINPREP TIS PAP,223
19767-3,THINPREP TIS PAP,244
19763-2,THINPREP TIS PAP,204
19774-9,THINPREP TIS PAP,204
19147-8,"HCV RT-PCR, QUANT (NON-GRAPH) 55036",4
62365-2,"HCV RT-PCR, QUANT (NON-GRAPH) 55036",4
,HCV FIBROSURE,6
77202-0,HCV FIBROSURE,2
8251-1,HCV FIBROSURE,2
48794-2,HCV FIBROSURE,2
48793-4,HCV FIBROSURE,2
,FUNGAL CULTURE,491
48557-3,STONE ANALYSIS,45
9795-6,STONE ANALYSIS,133
19764-0,THINPREP PAP RFX HR HPV,64
10524-7,THINPREP PAP RFX HR HPV,64
19763-2,THINPREP PAP RFX HR HPV,64
19767-3,THINPREP PAP RFX HR HPV,72
,THINPREP PAP RFX HR HPV,75
49034-2,THINPREP TIS PAP REFLEX HPV MRNA E6/E7,20
883-9,ABO GROUP,9
,QNATAL(R) ADVANCED,524
8251-1,QNATAL(R) ADVANCED,56
75606-4,QNATAL(R) ADVANCED,56
76664-2,QNATAL(R) ADVANCED,56
77020-6,QNATAL(R) ADVANCED,56
75977-9,QNATAL(R) ADVANCED,56
49549-9,QNATAL(R) ADVANCED,56
,REFERENCE ABID ELUTION,190
14869-2,CBC WITH AUTO DIFFERENTIAL,3471
,"VON WILLEBRAND FACTOR MULTIMER ANALYSIS, PLASMA MAYO",7
625-4,"YERSINIA CULTURE, STOOL",110
625-4,"VIBRIO CULTURE, STOOL",105
,"IGP,CTNGTV,RFX APTIMA HPV ASCU",60
47527-7,"IGP,CTNGTV,RFX APTIMA HPV ASCU",30
47528-5,"IGP,CTNGTV,RFX APTIMA HPV ASCU",30
19764-0,"IGP,CTNGTV,RFX APTIMA HPV ASCU",29
19767-3,"IGP,CTNGTV,RFX APTIMA HPV ASCU",29
19763-2,"IMAGE-GUIDED PAP W/AGE BASED SCR,W/CT/NG/TRICH",151
19764-0,"IMAGE-GUIDED PAP W/AGE BASED SCR,W/CT/NG/TRICH",151
8251-1,"IMAGE-GUIDED PAP W/AGE BASED SCR,W/CT/NG/TRICH",152
,"IMAGE-GUIDED PAP W/AGE BASED SCR,W/CT/NG/TRICH",315
19767-3,"IMAGE-GUIDED PAP W/AGE BASED SCR,W/CT/NG/TRICH",174
19769-9,"IMAGE-GUIDED PAP W/AGE BASED SCR,W/CT/NG/TRICH",17
19774-9,"IMAGE-GUIDED PAP W/AGE BASED SCR,W/CT/NG/TRICH",151
19762-4,"IMAGE-GUIDED PAP W/AGE BASED SCR,W/CT/NG/TRICH",15
10524-7,"IMAGE-GUIDED PAP W/AGE BASED SCR,W/CT/NG/TRICH",151
,RBC MORPHOLOGY,94
19764-0,THINPREP TIS PAP RFX HPV,49
19762-4,THINPREP TIS PAP RFX HPV,9
19769-9,THINPREP TIS PAP RFX HPV,9
,THINPREP TIS PAP RFX HPV,61
19767-3,THINPREP TIS PAP RFX HPV,61
19763-2,THINPREP TIS PAP RFX HPV,49
10524-7,THINPREP TIS PAP RFX HPV,49
19774-9,THINPREP TIS PAP RFX HPV,49
12235-8,URINALYSIS WITH MICROSCOPIC LEGACY,178
,MISCELLANEOUS LAB TEST,139
,"FACTOR V (LEIDEN, G1691A) MUTATION",28
19762-4,"THINPREP TIS PAP AND HPV MRNA E6/E7 REFLEX HPV 16,18/45",53
19769-9,"THINPREP TIS PAP AND HPV MRNA E6/E7 REFLEX HPV 16,18/45",61
49034-2,"THINPREP TIS PAP AND HPV MRNA E6/E7 REFLEX HPV 16,18/45",45
49034-2,"THINPREP PAP AND HPV MRNA E6/E7 REFLEX HPV 16,18/45",16
29990-9,"SPERMATOZOA, POST VASECTOMY SCREEN",2
19762-4,"THINPREP TIS PAP REFLEX HPV MRNA E6/E7, CHLAMYDIA/N.GONORRHOEAE",40
19769-9,"THINPREP TIS PAP REFLEX HPV MRNA E6/E7, CHLAMYDIA/N.GONORRHOEAE",43
,"CATECHOLAMINES, FRACTIONATED, URINE, 24 HOUR",5
,"CATECHOLAMINES, FRACTIONATED, PLASMA",3
,"VMA, URINE, 24 HOUR",2
,SLIDE FOR PATHOLOGIST REVIEW SOUTH LAKE LAB ONLY,173
13502-0,"LYME DISEASE, WESTERN BLOT",27
13503-8,"LYME DISEASE, WESTERN BLOT",27
12781-1,"LYME DISEASE, WESTERN BLOT",27
586-8,"CULTURE, GROUP B STREP",701
19764-0,THINPREP PAP REFLEX HPV MRNA E6/E7,52
10524-7,THINPREP PAP REFLEX HPV MRNA E6/E7,52
,THINPREP PAP REFLEX HPV MRNA E6/E7,53
19763-2,THINPREP PAP REFLEX HPV MRNA E6/E7,52
49034-2,THINPREP PAP REFLEX HPV MRNA E6/E7,9
19767-3,THINPREP PAP REFLEX HPV MRNA E6/E7,64
,CSF CULTURE,126
,"VDRL, CSF",18
,MENINGITIS/ENCEPHALITIS PCR PANEL,315
,CYSTIC FIBROSIS 97 MUTATION PANEL GENZYME LEGACY,2
,FRAG X - GENZYME,1
,MISCELLANEOUS INTEGRATED GENETICS(GENZYME),2
47527-7,"IGP,CTNG,APTIMAHPV,RFX16/18,45",104
47528-5,"IGP,CTNG,APTIMAHPV,RFX16/18,45",104
19764-0,"IGP,CTNG,APTIMAHPV,RFX16/18,45",100
19767-3,"IGP,CTNG,APTIMAHPV,RFX16/18,45",100
19769-9,"IGP,CTNGTV,RFX APTIMA HPV ASCU",5
,"URINE CULTURE,COMPREHENSIVE",116
59462-2,LIPOPROTEIN METABOLISM PROFILE-MAYO,6
42178-4,LIPOPROTEIN METABOLISM PROFILE-MAYO,6
23658-8,URINE CULT RT 997870,296
19764-0,"THINPREP TIS PAP, HPV MRNA E6/E7 RFX HPV 16,18/45, CHLAMYDIA/N.GONORRHOEAE",108
10524-7,"THINPREP TIS PAP, HPV MRNA E6/E7 RFX HPV 16,18/45, CHLAMYDIA/N.GONORRHOEAE",108
19767-3,"THINPREP TIS PAP, HPV MRNA E6/E7 RFX HPV 16,18/45, CHLAMYDIA/N.GONORRHOEAE",131
19763-2,"THINPREP TIS PAP, HPV MRNA E6/E7 RFX HPV 16,18/45, CHLAMYDIA/N.GONORRHOEAE",108
19774-9,"THINPREP TIS PAP, HPV MRNA E6/E7 RFX HPV 16,18/45, CHLAMYDIA/N.GONORRHOEAE",108
19769-9,THINPREP PAP RFX HR HPV,5
,MISCELLANEOUS NEOGENOMICS,974
,BLOOD BANK HOLD TUBE,3989
50941-4,AFB CULTURE,2921
676-7,AFB CULTURE,2925
6824-7,"CELL COUNT WITH DIFFERENTIAL, BODY FLUID",654
9335-1,"CELL COUNT WITH DIFFERENTIAL, BODY FLUID",654
57901-1,CLOSTRIDIUM DIFFICILE EIA,24
49586-1,SEQUENTIAL 2 LEGACY,4
44877-9,SEQUENTIAL 2 LEGACY,1
49090-4,SEQUENTIAL 2 LEGACY,1
43995-0,SEQUENTIAL 2 LEGACY,1
48803-1,SEQUENTIAL 2 LEGACY,1
34970-4,SEQUENTIAL 2 LEGACY,1
47223-3,SEQUENTIAL 2 LEGACY,1
43994-3,SEQUENTIAL 2 LEGACY,1
77202-0,SEQUENTIAL 2 LEGACY,1
33882-2,SEQUENTIAL 2 LEGACY,2
6864-3,HEMOGLOBINOPATHY EVALUATION,1
12710-0,HEMOGLOBINOPATHY EVALUATION,78
49586-1,LC SEQUENTIAL 1,3
47223-3,LC SEQUENTIAL 1,1
43994-3,LC SEQUENTIAL 1,1
49090-4,LC SEQUENTIAL 1,1
43995-0,LC SEQUENTIAL 1,1
77202-0,LC SEQUENTIAL 1,1
34970-4,LC SEQUENTIAL 1,1
738-5,MANUAL DIFF CELLAVISION,624
49296-7,"PROTEIN ELECTROPHORESIS, SERUM",1301
25700-6,IMMUNOFIXATION ELECTROPHORESIS,1253
,FINE NEEDLE ASPIRATION,21
741-9,MANUAL DIFF CELLAVISION,1354
10331-7,OBSTETRIC PANEL WITHOUT HIV,324
883-9,OBSTETRIC PANEL WITHOUT HIV,326
5196-1,OBSTETRIC PANEL WITHOUT HIV,326
31208-2,SARS-COV2-2 PCR MAYO,65
7791-7,MANUAL DIFFERENTIAL,292
10376-2,MANUAL DIFFERENTIAL,275
